"Rwanda",1971,1.20664070371599
"Egypt, Arab Rep.",1985,5.70175329267964
"Thailand",2007,5.43509256989793
"Greece",1951,
"Congo, Rep.",1995,3.98532437806188
"Benin",2007,5.98651552196785
"Korea, Dem. People’s Rep.",1971,
"United Kingdom",1974,-2.52094626852853
"Yemen, Rep.",1977,3.33842794633748
"Bermuda",1951,
"Afghanistan",2003,
"Sint Maarten (Dutch part)",1956,
"Niger",1951,
"Ethiopia",1993,
"Iceland",1975,0.64615508034376
"Benin",1994,2.02040044541816
"Trinidad and Tobago",1994,3.56590088312949
"Iraq",1983,-64.0471069734517
"Rwanda",1967,6.91601749952318
"Uzbekistan",2014,
"Ukraine",1981,2.2999999856879
"Burkina Faso",1998,7.30771963314496
"Guyana",1963,-12.2786572606378
"Niger",1970,3.05577892215352
"Mozambique",1990,6.68773184937513
"Pakistan",1963,8.68883151825305
"Ukraine",1968,-12.2000000174838
"United Kingdom",2003,3.33666457132125
"Sweden",2003,2.38574023559717
"Japan",1985,6.3333568887326
"Guinea",1961,3.29993884547572
"Niger",2013,
"Slovak Republic",1967,-0.205071462445545
"Tajikistan",1997,
"Thailand",1970,11.4079490662097
"Jamaica",1955,
"Moldova",2003,
"Colombia",1950,
"Solomon Islands",2001,
"Singapore",1992,7.08760094518976
"Syrian Arab Republic",1963,-8.65274667220763
"Channel Islands",1983,
"West Bank and Gaza",2001,
"Benin",1956,
"Italy",1986,2.85997188432248
"Vanuatu",2012,
"Cabo Verde",1991,
"Gabon",1960,
"Guinea-Bissau",1959,
"Bermuda",1971,3.43749999999838
"Nicaragua",1978,-7.83880037488329
"Botswana",2009,-7.65231020253476
"Cote d'Ivoire",1968,12.5482486400079
"Ethiopia",1950,
"Cambodia",2014,
"Montenegro",1998,
"Nigeria",2006,8.2109648588917
"Sierra Leone",1998,1.78501428129722
"Netherlands",1972,3.53387451911522
"United Kingdom",2010,1.54017665028898
"Greenland",2001,
"Thailand",1998,-7.63373363126698
"Kuwait",1986,8.43616576788146
"Bermuda",2014,
"Iraq",1968,17.1751037343124
"Mali",1952,
"Barbados",1953,
"Greece",1961,11.1495373965282
"Bahrain",1959,
"Guinea",2004,
"Korea, Rep.",1963,9.53172102567139
"Kiribati",1987,5.57056609488174
"Myanmar",1960,
"Ireland",1976,-0.428330463817247
"Armenia",1981,
"Niger",1973,-17.0475835709582
"Switzerland",1981,1.44659480163966
"Tonga",2000,
"Latvia",1971,11.9021914784113
"Lebanon",1990,
"Croatia",1955,
"Mauritania",1980,3.3712102197476
"Sudan",1975,15.7134664496094
"Mauritania",1979,4.79003983690438
"St. Martin (French part)",1997,
"Tajikistan",1963,13.900000000001
"Uganda",1972,6.40363574324063
"Jamaica",2004,-1.4889441848233
"Gabon",1974,39.4870951788449
"Hungary",2001,
"Finland",1979,7.12192639417022
"Bulgaria",1992,
"United Arab Emirates",1996,
"Costa Rica",2012,
"West Bank and Gaza",1993,
"Swaziland",2005,
"Netherlands",1997,4.29986742885117
"Korea, Dem. People’s Rep.",1982,
"South Africa",1958,
"Bahamas, The",1977,9.15492921913146
"Costa Rica",1991,2.57191997527009
"Virgin Islands (U.S.)",1968,3.45279254079254
"Finland",2009,-8.26903655827105
"Equatorial Guinea",1993,
"Lao PDR",1982,8.61926620854456
"South Sudan",2014,
"Congo, Rep.",1969,7.54852519394957
"Tanzania",2006,
"Afghanistan",2013,
"Papua New Guinea",2011,
"Malaysia",1976,11.5638362031513
"Italy",2008,-1.05040528428572
"Iraq",1977,1.4538962628547
"Benin",1957,
"Thailand",1975,4.97040522766497
"Ethiopia",2008,
"Switzerland",1971,-0.915816579602946
"Ethiopia",2002,
"Somalia",1950,
"Poland",1981,
"Belize",1995,0.643973577629382
"Paraguay",1975,6.85244471391262
"Cabo Verde",1953,
"Nicaragua",1958,
"Romania",1964,3.93194272962506
"Kuwait",1960,
"Central African Republic",2001,4.46478264871355
"Brazil",1964,3.48558230427724
"Dominican Republic",1955,
"Zimbabwe",1975,-1.93122323880064
"Slovak Republic",1951,
"Mauritania",2008,1.07996716687546
"Japan",1952,
"Kosovo",1990,
"San Marino",1986,4.8582996980987
"Estonia",1956,
"Yemen, Rep.",1999,
"Somalia",1988,-0.553269928180583
"Thailand",2004,6.28928854861901
"France",2010,1.96565737478667
"New Zealand",2007,
"Nigeria",1988,7.54252202521538
"Luxembourg",2014,
"China",1951,
"Austria",1961,5.53797931684524
"Belarus",2015,
"French Polynesia",1966,12.0024086435434
"Georgia",1977,2.00153854146565
